# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0+BSN        BSN    N_tr    B2      B4
# 
22 20 8 7.16902695e+01 7.83916702e+01 2.20283844e+02 6.11493867e+04 1.84984238e+04 2.23130400e+06 1.48478701e+04 -6.72022314e+03
22 20 10 7.16902695e+01 7.83916702e+01 1.90377258e+02 4.96186953e+04 1.71651797e+04 2.80576800e+06 4.92043311e+03 -6.32576904e+03
22 20 12 7.16902695e+01 7.83916702e+01 1.56465820e+02 4.64425586e+04 1.56533975e+04 3.31778400e+06 1.36732041e+04 -9.56111755e+02
22 20 14 7.16902695e+01 7.83916702e+01 1.31471008e+02 3.82912422e+04 1.45391211e+04 3.88135200e+06 2.23048853e+03 -6.05346252e+02
22 20 16 7.16902695e+01 7.83916702e+01 1.04202759e+02 3.32266133e+04 1.33234941e+04 4.41866400e+06 4.98941309e+03 4.19805615e+03
22 20 18 7.16902695e+01 7.83916702e+01 8.87933197e+01 3.22181699e+04 1.26365371e+04 5.02730400e+06 5.58468799e+03 1.93621655e+03
22 20 20 7.16902695e+01 7.83916702e+01 7.83916702e+01 3.18665957e+04 1.21728281e+04 5.58504000e+06 5.39174023e+03 -9.03567578e+03
22 22 2 7.16902695e+01 7.16902695e+01 6.35353516e+02 1.41861188e+05 3.67036055e+04 4.82736031e+05 2.39007598e+04 -7.45072266e+03
22 22 4 7.16902695e+01 7.16902695e+01 3.98782349e+02 8.76607812e+04 2.61571934e+04 1.19680800e+06 1.99136719e+04 3.26827441e+04
22 22 6 7.16902695e+01 7.16902695e+01 3.13019745e+02 7.74882031e+04 2.23338691e+04 1.78550400e+06 -1.05217224e+03 3.37509839e+03
22 22 8 7.16902695e+01 7.16902695e+01 2.20283844e+02 5.08695781e+04 1.81996738e+04 2.43158400e+06 -8.54429688e+03 -1.44007119e+04
22 22 10 7.16902695e+01 7.16902695e+01 1.90377258e+02 5.40141680e+04 1.68664297e+04 3.05253600e+06 4.48548096e+02 2.99682324e+03
22 22 12 7.16902695e+01 7.16902695e+01 1.56465820e+02 4.25918398e+04 1.53546465e+04 3.61675175e+06 4.06567920e+03 -7.82816162e+03
22 22 14 7.16902695e+01 7.16902695e+01 1.31471008e+02 3.84684688e+04 1.42403701e+04 4.22251200e+06 5.85621777e+03 2.32795142e+03
22 22 16 7.16902695e+01 7.16902695e+01 1.04202759e+02 3.72371016e+04 1.30247432e+04 4.81039200e+06 2.54667090e+03 -1.35866858e+03
22 22 18 7.16902695e+01 7.16902695e+01 8.87933197e+01 3.20296387e+04 1.23377861e+04 5.46988800e+06 -3.05153748e+02 -1.36166467e+03
22 22 20 7.16902695e+01 7.16902695e+01 7.83916702e+01 2.94261816e+04 1.18740771e+04 6.08352000e+06 1.10040930e+03 -8.15008850e+02
22 22 22 7.16902695e+01 7.16902695e+01 7.16902695e+01 3.31299375e+04 1.15753271e+04 6.62239200e+06 2.16586060e+03 -1.38145859e+02
24 12 12 6.20309181e+01 1.56465820e+02 1.56465820e+02 6.83440781e+04 1.87033496e+04 1.06140200e+06 5.52186172e+04 -1.45395371e+04
24 14 10 6.20309181e+01 1.31471008e+02 1.90377258e+02 7.86793594e+04 1.91008555e+04 1.04048600e+06 6.69229375e+04 1.00647949e+04
24 14 12 6.20309181e+01 1.31471008e+02 1.56465820e+02 6.16763047e+04 1.75890742e+04 2.45866200e+06 4.14186211e+04 1.76613496e+04
24 14 14 6.20309181e+01 1.31471008e+02 1.31471008e+02 5.87058320e+04 1.64747969e+04 2.93755200e+06 3.03117969e+04 -2.95831323e+03
24 16 8 6.20309181e+01 1.04202759e+02 2.20283844e+02 7.39530625e+04 1.92184746e+04 9.21074062e+05 4.17522344e+04 1.84514282e+03
24 16 10 6.20309181e+01 1.04202759e+02 1.90377258e+02 7.02582422e+04 1.78852285e+04 2.35911000e+06 3.06124219e+04 6.62017041e+03
24 16 12 6.20309181e+01 1.04202759e+02 1.56465820e+02 5.72008828e+04 1.63734473e+04 2.86538400e+06 2.22306074e+04 1.05826978e+03
24 16 14 6.20309181e+01 1.04202759e+02 1.31471008e+02 4.80918672e+04 1.52591699e+04 3.34783200e+06 1.84667051e+04 7.08413025e+02
24 16 16 6.20309181e+01 1.04202759e+02 1.04202759e+02 3.60328984e+04 1.40435430e+04 3.81072025e+06 9.93347107e+02 7.94632178e+03
24 18 6 6.20309181e+01 8.87933197e+01 3.13019745e+02 9.41973281e+04 2.26657129e+04 7.65542000e+05 7.39180703e+04 3.32299844e+04
24 18 8 6.20309181e+01 8.87933197e+01 2.20283844e+02 6.76484375e+04 1.85315156e+04 2.13475800e+06 3.15511797e+04 1.44442393e+04
24 18 10 6.20309181e+01 8.87933197e+01 1.90377258e+02 5.42514180e+04 1.71982715e+04 2.75191200e+06 2.42465195e+04 1.25401768e+04
24 18 12 6.20309181e+01 8.87933197e+01 1.56465820e+02 4.62873164e+04 1.56864893e+04 3.25708800e+06 7.59398926e+03 -6.08983594e+03
24 18 14 6.20309181e+01 8.87933197e+01 1.31471008e+02 4.29908594e+04 1.45722129e+04 3.80783975e+06 6.91249121e+03 -7.67375244e+03
24 18 16 6.20309181e+01 8.87933197e+01 1.04202759e+02 3.84293203e+04 1.33565859e+04 4.33483200e+06 4.89158936e+03 -2.98800635e+03
24 18 18 6.20309181e+01 8.87933197e+01 8.87933197e+01 3.75170039e+04 1.26696289e+04 4.93200000e+06 8.26020410e+03 3.48893579e+03
24 20 4 6.20309181e+01 7.83916702e+01 3.98782349e+02 9.42168984e+04 2.60253262e+04 5.78462000e+05 1.82257441e+04 -5.19162539e+04
24 20 6 6.20309181e+01 7.83916702e+01 3.13019745e+02 8.12003828e+04 2.22020039e+04 1.74488600e+06 3.24875117e+04 5.31151465e+03
24 20 8 6.20309181e+01 7.83916702e+01 2.20283844e+02 6.08187930e+04 1.80678086e+04 2.43499200e+06 1.88097227e+04 -4.58719971e+02
24 20 10 6.20309181e+01 7.83916702e+01 1.90377258e+02 4.79173242e+04 1.67345625e+04 3.05860800e+06 1.97653281e+04 3.07945703e+03
24 20 12 6.20309181e+01 7.83916702e+01 1.56465820e+02 4.12741289e+04 1.52227803e+04 3.62244000e+06 1.35826489e+03 6.39093164e+03
24 20 14 6.20309181e+01 7.83916702e+01 1.31471008e+02 3.59883594e+04 1.41085039e+04 4.23192000e+06 7.28977905e+02 -4.98655566e+03
24 20 16 6.20309181e+01 7.83916702e+01 1.04202759e+02 3.59823398e+04 1.28928770e+04 4.81728000e+06 5.06954248e+03 -1.50878394e+03
24 20 18 6.20309181e+01 7.83916702e+01 8.87933197e+01 3.11973848e+04 1.22059199e+04 5.48311200e+06 6.68448340e+03 6.08771631e+03
24 20 20 6.20309181e+01 7.83916702e+01 7.83916702e+01 2.59896562e+04 1.17422109e+04 6.09376800e+06 1.94744568e+03 7.76984326e+03
24 22 2 6.20309181e+01 7.16902695e+01 6.35353516e+02 1.31827703e+05 3.62729883e+04 2.94788000e+05 1.21293496e+04 -1.94774727e+04
24 22 4 6.20309181e+01 7.16902695e+01 3.98782349e+02 9.45107344e+04 2.57265762e+04 1.27567800e+06 2.56967109e+04 4.18464111e+03
24 22 6 6.20309181e+01 7.16902695e+01 3.13019745e+02 7.30062656e+04 2.19032520e+04 1.94611200e+06 4.67930713e+03 1.57703015e+03
24 22 8 6.20309181e+01 7.16902695e+01 2.20283844e+02 5.30222656e+04 1.77690566e+04 2.65178400e+06 1.37669312e+03 -6.29321045e+03
24 22 10 6.20309181e+01 7.16902695e+01 1.90377258e+02 4.64533242e+04 1.64358125e+04 3.32947200e+06 7.11957520e+02 8.27155664e+03
24 22 12 6.20309181e+01 7.16902695e+01 1.56465820e+02 4.04696602e+04 1.49240303e+04 3.93916775e+06 6.09390527e+03 -3.38136084e+03
24 22 14 6.20309181e+01 7.16902695e+01 1.31471008e+02 3.64122930e+04 1.38097529e+04 4.61016000e+06 4.02516919e+03 3.83765186e+03
24 22 16 6.20309181e+01 7.16902695e+01 1.04202759e+02 3.44915586e+04 1.25941270e+04 5.24635200e+06 9.17367493e+02 -5.39171826e+03
24 22 18 6.20309181e+01 7.16902695e+01 8.87933197e+01 3.16661973e+04 1.19071689e+04 5.96779200e+06 -3.25565376e+01 1.06033862e+03
24 22 20 6.20309181e+01 7.16902695e+01 7.83916702e+01 2.93778105e+04 1.14434609e+04 6.63189600e+06 1.60743640e+03 4.15587982e+02
24 22 22 6.20309181e+01 7.16902695e+01 7.16902695e+01 2.89558867e+04 1.11447100e+04 7.22388050e+06 -3.51943359e+02 4.13064258e+03
24 24 2 6.20309181e+01 6.20309181e+01 6.35353516e+02 1.37837797e+05 3.58423711e+04 5.73840000e+05 -1.33094102e+04 -2.06363047e+04
24 24 4 6.20309181e+01 6.20309181e+01 3.98782349e+02 9.05344141e+04 2.52959590e+04 1.42504800e+06 -1.44651379e+03 1.59030603e+03
24 24 6 6.20309181e+01 6.20309181e+01 3.13019745e+02 5.79246641e+04 2.14726367e+04 2.12414400e+06 -1.93825293e+04 -8.76694336e+03
24 24 8 6.20309181e+01 6.20309181e+01 2.20283844e+02 4.77105742e+04 1.73384395e+04 2.89070400e+06 1.02297188e+04 -2.84958911e+03
24 24 10 6.20309181e+01 6.20309181e+01 1.90377258e+02 4.44626797e+04 1.60051953e+04 3.63448775e+06 8.48304993e+02 1.20693730e+04
24 24 12 6.20309181e+01 6.20309181e+01 1.56465820e+02 3.56454062e+04 1.44934131e+04 4.30178400e+06 1.05843323e+03 -2.93333545e+03
24 24 14 6.20309181e+01 6.20309181e+01 1.31471008e+02 3.56770352e+04 1.33791367e+04 5.02488000e+06 6.54074512e+03 -1.92900867e+03
24 24 16 6.20309181e+01 6.20309181e+01 1.04202759e+02 3.23228516e+04 1.21635098e+04 5.72414400e+06 1.12623816e+03 1.87062622e+03
24 24 18 6.20309181e+01 6.20309181e+01 8.87933197e+01 2.74076191e+04 1.14765527e+04 6.50920750e+06 3.47649438e+03 3.14898560e+03
24 24 20 6.20309181e+01 6.20309181e+01 7.83916702e+01 2.58207754e+04 1.10128438e+04 7.23518350e+06 -4.14021667e+02 1.00531018e+03
24 24 22 6.20309181e+01 6.20309181e+01 7.16902695e+01 2.46988594e+04 1.07140928e+04 7.87819200e+06 2.45243457e+03 -5.05145142e+02
24 24 24 6.20309181e+01 6.20309181e+01 6.20309181e+01 2.66053633e+04 1.02834766e+04 8.58895200e+06 -1.92294113e+02 9.56742615e+02
26 14 12 5.08500633e+01 1.31471008e+02 1.56465820e+02 6.55624844e+04 1.70906270e+04 1.35189800e+06 3.82429102e+04 4.36904492e+04
26 14 14 5.08500633e+01 1.31471008e+02 1.31471008e+02 6.15722578e+04 1.59763506e+04 3.14818200e+06 2.74225039e+04 1.53186816e+04
26 16 10 5.08500633e+01 1.04202759e+02 1.90377258e+02 6.28994102e+04 1.73867832e+04 1.28911400e+06 3.71461133e+04 2.55498359e+04
26 16 12 5.08500633e+01 1.04202759e+02 1.56465820e+02 5.56992188e+04 1.58750010e+04 3.06261025e+06 2.78588320e+04 8.11452832e+03
26 16 14 5.08500633e+01 1.04202759e+02 1.31471008e+02 4.80234023e+04 1.47607236e+04 3.66909600e+06 1.10801660e+04 -1.24796357e+04
26 16 16 5.08500633e+01 1.04202759e+02 1.04202759e+02 4.25817266e+04 1.35450977e+04 4.17731975e+06 3.74142358e+03 -2.69388135e+03
26 18 8 5.08500633e+01 8.87933197e+01 2.20283844e+02 6.21038633e+04 1.80330703e+04 1.14722600e+06 2.99959141e+04 3.26948828e+03
26 18 10 5.08500633e+01 8.87933197e+01 1.90377258e+02 6.08755586e+04 1.66998262e+04 2.93943000e+06 2.09015840e+04 1.09470859e+04
26 18 12 5.08500633e+01 8.87933197e+01 1.56465820e+02 4.65151914e+04 1.51880430e+04 3.57482400e+06 8.69898340e+03 -1.04592109e+04
26 18 14 5.08500633e+01 8.87933197e+01 1.31471008e+02 4.50227656e+04 1.40737666e+04 4.17144000e+06 1.18198584e+04 5.47592627e+03
26 18 16 5.08500633e+01 8.87933197e+01 1.04202759e+02 3.41136094e+04 1.28581396e+04 4.75478400e+06 6.71956348e+03 -4.00096606e+03
26 18 18 5.08500633e+01 8.87933197e+01 8.87933197e+01 3.33603320e+04 1.21711826e+04 5.40254400e+06 7.39466650e+03 3.71401978e+03
26 20 6 5.08500633e+01 7.83916702e+01 3.13019745e+02 8.94609766e+04 2.17035566e+04 9.39526000e+05 7.45957422e+04 8.63111719e+03
26 20 8 5.08500633e+01 7.83916702e+01 2.20283844e+02 6.37222109e+04 1.75693613e+04 2.60200200e+06 3.36423750e+04 5.50023242e+03
26 20 10 5.08500633e+01 7.83916702e+01 1.90377258e+02 5.11067734e+04 1.62361162e+04 3.35116825e+06 1.64608984e+04 7.32479443e+03
26 20 12 5.08500633e+01 7.83916702e+01 1.56465820e+02 4.12590000e+04 1.47243350e+04 3.96856775e+06 1.08391934e+04 3.35151953e+03
26 20 14 5.08500633e+01 7.83916702e+01 1.31471008e+02 3.96621680e+04 1.36100576e+04 4.64186400e+06 6.74250244e+03 -2.44688818e+03
26 20 16 5.08500633e+01 7.83916702e+01 1.04202759e+02 3.42301562e+04 1.23944316e+04 5.28117600e+06 9.55364258e+03 -5.65703467e+03
26 20 18 5.08500633e+01 7.83916702e+01 8.87933197e+01 3.08298379e+04 1.17074736e+04 6.00875950e+06 5.43163330e+03 -1.18646704e+03
26 20 20 5.08500633e+01 7.83916702e+01 7.83916702e+01 2.81150273e+04 1.12437646e+04 6.67903250e+06 1.99467737e+03 -2.76777563e+03
26 22 4 5.08500633e+01 7.16902695e+01 3.98782349e+02 8.35260234e+04 2.52281289e+04 6.89618000e+05 2.48565625e+04 1.89458516e+04
26 22 6 5.08500633e+01 7.16902695e+01 3.13019745e+02 7.34519141e+04 2.14048066e+04 2.08105812e+06 3.24332617e+04 1.42537170e+03
26 22 8 5.08500633e+01 7.16902695e+01 2.20283844e+02 5.75041367e+04 1.72706113e+04 2.90428800e+06 2.52143145e+04 -5.12702637e+03
26 22 10 5.08500633e+01 7.16902695e+01 1.90377258e+02 4.83194961e+04 1.59373662e+04 3.65107200e+06 2.29075952e+03 -8.42191113e+03
26 22 12 5.08500633e+01 7.16902695e+01 1.56465820e+02 4.18249023e+04 1.44255840e+04 4.32247200e+06 5.00031396e+03 -6.39359766e+03
26 22 14 5.08500633e+01 7.16902695e+01 1.31471008e+02 3.57748242e+04 1.33113076e+04 5.04996000e+06 5.64681396e+03 1.28827502e+03
26 22 16 5.08500633e+01 7.16902695e+01 1.04202759e+02 3.21073203e+04 1.20956807e+04 5.74992000e+06 1.02869502e+04 -1.00590935e+02
26 22 18 5.08500633e+01 7.16902695e+01 8.87933197e+01 2.85734980e+04 1.14087236e+04 6.54357650e+06 3.67674683e+03 -9.37004785e+03
26 22 20 5.08500633e+01 7.16902695e+01 7.83916702e+01 2.79646016e+04 1.09450146e+04 7.26948000e+06 6.26052344e+03 -5.11140771e+03
26 22 22 5.08500633e+01 7.16902695e+01 7.16902695e+01 2.63521328e+04 1.06462637e+04 7.91455200e+06 3.48692871e+03 2.91256934e+03
26 24 2 5.08500633e+01 6.20309181e+01 6.35353516e+02 1.27096648e+05 3.53439258e+04 3.49364000e+05 1.81779805e+04 -6.39241250e+04
26 24 4 5.08500633e+01 6.20309181e+01 3.98782349e+02 8.44303438e+04 2.47975137e+04 1.52263800e+06 2.78175762e+04 -2.32823682e+03
26 24 6 5.08500633e+01 6.20309181e+01 3.13019745e+02 6.58496719e+04 2.09741895e+04 2.32646400e+06 1.34110107e+04 -1.40443030e+03
26 24 8 5.08500633e+01 6.20309181e+01 2.20283844e+02 4.74663203e+04 1.68399941e+04 3.17085600e+06 5.82401855e+03 8.54281641e+03
26 24 10 5.08500633e+01 6.20309181e+01 1.90377258e+02 4.21304297e+04 1.55067490e+04 3.98076000e+06 9.21669043e+03 -2.88984985e+02
26 24 12 5.08500633e+01 6.20309181e+01 1.56465820e+02 3.77631719e+04 1.39949668e+04 4.71189600e+06 7.44927490e+03 6.76317200e+02
26 24 14 5.08500633e+01 6.20309181e+01 1.31471008e+02 3.47680742e+04 1.28806904e+04 5.50944000e+06 6.15369580e+03 -8.66470215e+02
26 24 16 5.08500633e+01 6.20309181e+01 1.04202759e+02 2.94364277e+04 1.16650635e+04 6.27276000e+06 3.58795752e+03 9.18922656e+03
26 24 18 5.08500633e+01 6.20309181e+01 8.87933197e+01 2.65914336e+04 1.09781064e+04 7.13404800e+06 -6.41741577e+02 -2.34859302e+03
26 24 20 5.08500633e+01 6.20309181e+01 7.83916702e+01 2.47846348e+04 1.05143975e+04 7.93399200e+06 1.22363367e+03 1.33188989e+03
26 24 22 5.08500633e+01 6.20309181e+01 7.16902695e+01 2.39752754e+04 1.02156475e+04 8.63560800e+06 -7.36215515e+01 -2.83893042e+03
26 24 24 5.08500633e+01 6.20309181e+01 6.20309181e+01 2.24354590e+04 9.78503027e+03 9.41772000e+06 2.15745239e+03 -5.37253906e+02
26 26 2 5.08500633e+01 5.08500633e+01 6.35353516e+02 1.20297961e+05 3.48454805e+04 6.88704000e+05 4.78124336e+04 -2.40709512e+04
26 26 4 5.08500633e+01 5.08500633e+01 3.98782349e+02 7.25636094e+04 2.42990664e+04 1.71108000e+06 -3.27648340e+03 8.86257617e+03
26 26 6 5.08500633e+01 5.08500633e+01 3.13019745e+02 6.12158086e+04 2.04757441e+04 2.55408000e+06 -3.32115430e+03 2.79059814e+02
26 26 8 5.08500633e+01 5.08500633e+01 2.20283844e+02 4.62022188e+04 1.63415479e+04 3.47232000e+06 1.34556279e+04 2.99413910e+02
26 26 10 5.08500633e+01 5.08500633e+01 1.90377258e+02 3.87713320e+04 1.50083027e+04 4.36437600e+06 3.47926514e+03 -2.89578613e+03
26 26 12 5.08500633e+01 5.08500633e+01 1.56465820e+02 3.47406641e+04 1.34965215e+04 5.16835200e+06 -3.66812842e+03 4.03395215e+03
26 26 14 5.08500633e+01 5.08500633e+01 1.31471008e+02 2.79640137e+04 1.23822441e+04 6.03801600e+06 1.41637012e+03 -1.53612793e+03
26 26 16 5.08500633e+01 5.08500633e+01 1.04202759e+02 2.87722051e+04 1.11666182e+04 6.87535250e+06 2.68430493e+03 2.41133521e+03
26 26 18 5.08500633e+01 5.08500633e+01 8.87933197e+01 2.44171016e+04 1.04796602e+04 7.82052000e+06 3.04089185e+03 8.14983887e+02
26 26 20 5.08500633e+01 5.08500633e+01 7.83916702e+01 2.39972578e+04 1.00159512e+04 8.69280000e+06 -8.16010498e+02 -1.03548560e+03
26 26 22 5.08500633e+01 5.08500633e+01 7.16902695e+01 2.28096738e+04 9.71720117e+03 9.46406400e+06 -4.38751617e+02 -9.54561951e+02
26 26 24 5.08500633e+01 5.08500633e+01 6.20309181e+01 2.13785098e+04 9.28658398e+03 1.03223280e+07 1.50623914e+03 4.31888611e+02
26 26 26 5.08500633e+01 5.08500633e+01 5.08500633e+01 2.16950195e+04 8.78813770e+03 1.13182560e+07 2.14474854e+03 -2.73739441e+02
28 14 14 4.90490913e+01 1.31471008e+02 1.31471008e+02 5.62534453e+04 1.58960625e+04 1.67821400e+06 3.82158867e+04 1.99826270e+04
28 16 12 4.90490913e+01 1.04202759e+02 1.56465820e+02 5.66777852e+04 1.57947129e+04 1.63046588e+06 4.33023789e+04 1.54085049e+04
28 16 14 4.90490913e+01 1.04202759e+02 1.31471008e+02 5.13437539e+04 1.46804365e+04 3.80825400e+06 3.12758926e+04 1.18313291e+04
28 16 16 4.90490913e+01 1.04202759e+02 1.04202759e+02 3.96504023e+04 1.34648096e+04 4.44621600e+06 1.96956641e+04 1.24323789e+04
28 18 10 4.90490913e+01 8.87933197e+01 1.90377258e+02 6.11769414e+04 1.66195371e+04 1.56104600e+06 2.87810352e+04 5.74389795e+03
28 18 12 4.90490913e+01 8.87933197e+01 1.56465820e+02 5.38092266e+04 1.51077559e+04 3.70740600e+06 2.58869141e+04 6.83573584e+03
28 18 14 4.90490913e+01 8.87933197e+01 1.31471008e+02 4.25786562e+04 1.39934785e+04 4.43899200e+06 1.37827051e+04 5.37101904e+03
28 18 16 4.90490913e+01 8.87933197e+01 1.04202759e+02 3.80595859e+04 1.27778525e+04 5.05144800e+06 1.45126670e+04 2.05172705e+03
28 18 18 4.90490913e+01 8.87933197e+01 8.87933197e+01 3.23210020e+04 1.20908945e+04 5.75234400e+06 1.15763252e+04 6.04758691e+03
28 20 8 4.90490913e+01 7.83916702e+01 2.20283844e+02 6.56364141e+04 1.74890742e+04 1.36863800e+06 3.27731406e+04 -3.47273560e+03
28 20 10 4.90490913e+01 7.83916702e+01 1.90377258e+02 5.57638555e+04 1.61558291e+04 3.48108600e+06 3.50074336e+04 6.09189502e+03
28 20 12 4.90490913e+01 7.83916702e+01 1.56465820e+02 4.74189766e+04 1.46440469e+04 4.22383200e+06 2.03929766e+04 1.12779028e+03
28 20 14 4.90490913e+01 7.83916702e+01 1.31471008e+02 4.23784727e+04 1.35297695e+04 4.93336800e+06 1.34108203e+04 -5.79005371e+03
28 20 16 4.90490913e+01 7.83916702e+01 1.04202759e+02 3.39206523e+04 1.23141436e+04 5.61909600e+06 6.67202734e+03 -1.65774561e+03
28 20 18 4.90490913e+01 7.83916702e+01 8.87933197e+01 3.16434082e+04 1.16271855e+04 6.38889600e+06 2.70348730e+03 3.60351105e+02
28 20 20 4.90490913e+01 7.83916702e+01 7.83916702e+01 2.78859355e+04 1.11634775e+04 7.10208000e+06 5.68744775e+03 2.10655493e+03
28 22 6 4.90490913e+01 7.16902695e+01 3.13019745e+02 8.14900391e+04 2.13245195e+04 1.08740600e+06 6.44940547e+04 1.88086855e+04
28 22 8 4.90490913e+01 7.16902695e+01 2.20283844e+02 6.04781211e+04 1.71903242e+04 3.01660225e+06 1.30830996e+04 -5.14162695e+03
28 22 10 4.90490913e+01 7.16902695e+01 1.90377258e+02 4.88815664e+04 1.58570781e+04 3.88166400e+06 1.32368945e+04 5.45690869e+03
28 22 12 4.90490913e+01 7.16902695e+01 1.56465820e+02 4.25723359e+04 1.43452959e+04 4.59535200e+06 4.88582666e+03 1.03223938e+03
28 22 14 4.90490913e+01 7.16902695e+01 1.31471008e+02 3.58481523e+04 1.32310195e+04 5.37110400e+06 6.93389502e+03 -2.04712073e+03
28 22 16 4.90490913e+01 7.16902695e+01 1.04202759e+02 3.27041328e+04 1.20153926e+04 6.11692800e+06 7.89018359e+03 -3.59062646e+03
28 22 18 4.90490913e+01 7.16902695e+01 8.87933197e+01 2.94645898e+04 1.13284355e+04 6.95625600e+06 2.58792383e+03 6.07736450e+02
28 22 20 4.90490913e+01 7.16902695e+01 7.83916702e+01 2.70615742e+04 1.08647266e+04 7.73570400e+06 5.22420508e+03 7.49615332e+03
28 22 22 4.90490913e+01 7.16902695e+01 7.16902695e+01 2.71609180e+04 1.05659756e+04 8.41716000e+06 4.12203760e+03 1.41283081e+02
28 24 4 4.90490913e+01 6.20309181e+01 3.98782349e+02 8.18767031e+04 2.47172246e+04 7.92758000e+05 2.71131191e+04 -5.05107910e+03
28 24 6 4.90490913e+01 6.20309181e+01 3.13019745e+02 7.13176250e+04 2.08939023e+04 2.41560600e+06 3.36466953e+04 1.30592471e+04
28 24 8 4.90490913e+01 6.20309181e+01 2.20283844e+02 5.04856836e+04 1.67597070e+04 3.36900000e+06 1.49561406e+04 5.21561816e+03
28 24 10 4.90490913e+01 6.20309181e+01 1.90377258e+02 4.50960977e+04 1.54264609e+04 4.23355200e+06 1.05263252e+04 5.58428271e+03
28 24 12 4.90490913e+01 6.20309181e+01 1.56465820e+02 3.86745625e+04 1.39146797e+04 5.01360000e+06 9.40072168e+03 2.38263696e+03
28 24 14 4.90490913e+01 6.20309181e+01 1.31471008e+02 3.37693633e+04 1.28004023e+04 5.86101600e+06 5.69945557e+03 -1.71911462e+03
28 24 16 4.90490913e+01 6.20309181e+01 1.04202759e+02 2.94354512e+04 1.15847764e+04 6.66854350e+06 2.74475049e+03 -1.40636487e+03
28 24 18 4.90490913e+01 6.20309181e+01 8.87933197e+01 2.72170664e+04 1.08978184e+04 7.59045600e+06 6.65961914e+03 -3.85216528e+03
28 24 20 4.90490913e+01 6.20309181e+01 7.83916702e+01 2.53287715e+04 1.04341094e+04 8.43076800e+06 6.79606836e+03 -2.24327173e+03
28 24 22 4.90490913e+01 6.20309181e+01 7.16902695e+01 2.48552578e+04 1.01353594e+04 9.18374400e+06 2.67902441e+03 9.86811768e+02
28 24 24 4.90490913e+01 6.20309181e+01 6.20309181e+01 2.36106758e+04 9.70474219e+03 1.00204320e+07 6.32705078e+03 4.51978613e+03
28 26 2 4.90490913e+01 5.08500633e+01 6.35353516e+02 1.21289586e+05 3.47651914e+04 4.07444031e+05 4.04178359e+04 -7.71186768e+02
28 26 4 4.90490913e+01 5.08500633e+01 3.98782349e+02 7.62518281e+04 2.42187793e+04 1.77713388e+06 2.35538438e+04 1.87058730e+04
28 26 6 4.90490913e+01 5.08500633e+01 3.13019745e+02 5.82017617e+04 2.03954551e+04 2.71106400e+06 1.29649756e+04 4.36864746e+03
28 26 8 4.90490913e+01 5.08500633e+01 2.20283844e+02 4.43671367e+04 1.62612607e+04 3.69609600e+06 2.79903320e+03 8.96754102e+03
28 26 10 4.90490913e+01 5.08500633e+01 1.90377258e+02 4.15443867e+04 1.49280156e+04 4.64181600e+06 1.10756299e+04 7.27971729e+03
28 26 12 4.90490913e+01 5.08500633e+01 1.56465820e+02 3.48406445e+04 1.34162334e+04 5.49064800e+06 3.86978467e+03 -1.26548413e+03
28 26 14 4.90490913e+01 5.08500633e+01 1.31471008e+02 2.96575430e+04 1.23019561e+04 6.42396000e+06 3.11829639e+03 4.55176353e+01
28 26 16 4.90490913e+01 5.08500633e+01 1.04202759e+02 2.91487480e+04 1.10863301e+04 7.31107200e+06 1.30714893e+03 1.33867783e+02
28 26 18 4.90490913e+01 5.08500633e+01 8.87933197e+01 2.64182227e+04 1.03993721e+04 8.31852000e+06 2.57519995e+03 2.16159033e+03
28 26 20 4.90490913e+01 5.08500633e+01 7.83916702e+01 2.32790391e+04 9.93566406e+03 9.24616800e+06 3.57051245e+03 6.45814636e+02
28 26 22 4.90490913e+01 5.08500633e+01 7.16902695e+01 2.35426855e+04 9.63691309e+03 1.00672320e+07 1.67703186e+03 -1.55671729e+03
28 26 24 4.90490913e+01 5.08500633e+01 6.20309181e+01 2.22602207e+04 9.20629590e+03 1.09756800e+07 1.92705383e+03 4.24125830e+03
28 26 26 4.90490913e+01 5.08500633e+01 5.08500633e+01 2.06708867e+04 8.70785059e+03 1.20365030e+07 -9.41956055e+02 -1.33029163e+03
28 28 2 4.90490913e+01 4.90490913e+01 6.35353516e+02 1.24311453e+05 3.46849062e+04 7.81224062e+05 4.00856367e+04 -7.95377295e+03
28 28 4 4.90490913e+01 4.90490913e+01 3.98782349e+02 7.36673906e+04 2.41384902e+04 1.93545600e+06 1.38678633e+04 1.23058105e+04
28 28 6 4.90490913e+01 4.90490913e+01 3.13019745e+02 5.92311172e+04 2.03151680e+04 2.88700800e+06 -1.51537244e+03 1.14101592e+04
28 28 8 4.90490913e+01 4.90490913e+01 2.20283844e+02 4.32487695e+04 1.61809727e+04 3.92901600e+06 2.92670801e+03 -4.90119971e+03
28 28 10 4.90490913e+01 4.90490913e+01 1.90377258e+02 3.95194922e+04 1.48477275e+04 4.93456800e+06 2.63931665e+03 -2.43400098e+03
28 28 12 4.90490913e+01 4.90490913e+01 1.56465820e+02 3.52079336e+04 1.33359453e+04 5.84772000e+06 7.68494873e+03 -3.24038330e+03
